X,Y,OBJECTID,FolderRSN,Permit_,InDate,FolderType,FolderDesc,FolderGroupDesc,SubDesc,FolderDescription,FolderCondition,IssueDate,valuation,PropertyRSN,PropX,PropY,Address,GlobalID,InDateFixed,IssueDateFixed,IssuedTime
3190709.80998281,1679833.82057481,475141757,1380335,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2329,2019/09/30 12:15:58+00,600,38294,3190709.80998281,1679833.82057481,14254 E TENNESSEE AVE,{C61E888C-8F54-4186-92A2-CE8D308E18BE},2019-06-21,2019-09-30,101
3190751.90733956,1679910.19082889,475141761,1380343,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2235,2019/09/30 12:15:40+00,600,38156,3190751.90733956,1679910.19082889,14284 E TENNESSEE AVE,{55B32FAC-655F-4204-BC00-C664D847E2A7},2019-06-21,2019-09-30,101
3190366.75456655,1680061.63048664,475141762,1380344,NA,2019/06/21 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2237,2019/09/30 12:15:22+00,600,37787,3190366.75456655,1680061.63048664,14112 E TENNESSEE AVE,{35D13CE3-0D69-45F1-9ECE-0495F4F8B9CA},2019-06-21,2019-09-30,101
3190447.77441764,1679721.37132464,475141810,1380490,NA,2019/06/24 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2308,2019/09/30 12:28:52+00,600,38606,3190447.77441764,1679721.37132464,1040 S BLACKHAWK ST,{D8048D60-D98B-4964-BDD4-22C2AA7DC6CB},2019-06-24,2019-09-30,98
3190404.78631464,1679787.12152122,475141811,1380491,NA,2019/06/24 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIRS PER APPROVED MASTER,UNIT 2210,2019/09/30 12:29:38+00,600,38477,3190404.78631464,1679787.12152122,1030 S BLACKHAWK ST,{2BF69834-4538-4861-A06C-5DB0BFFBE0B0},2019-06-24,2019-09-30,98
3190404.78631464,1679787.12152122,475141816,1380514,NA,2019/06/24 10:46:02+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIR PER APPROVED MASTER GROVE R1,**UNIT 2310**,2019/07/02 10:13:14+00,600,38477,3190404.78631464,1679787.12152122,1030 S BLACKHAWK ST,{BECED296-9FE2-4D33-A0BF-E7C02CD7C375},2019-06-24,2019-07-02,8
3190480.83307855,1679861.4566744,475141817,1380520,NA,2019/06/24 10:55:30+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIR PER APPROVED MASTER PLAN GROVE R1,**UNIT 2217**,2019/07/02 10:12:44+00,600,38289,3190480.83307855,1679861.4566744,1010 S BLACKHAWK ST,{62C5A8FD-87FD-4830-9FD9-6098E0446194},2019-06-24,2019-07-02,8
3190480.83307855,1679861.4566744,475141822,1380546,NA,2019/06/24 11:22:21+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIR PER APPROVED MASTER GROVE R1,**UNIT 2317**,2019/07/02 10:14:08+00,600,38289,3190480.83307855,1679861.4566744,1010 S BLACKHAWK ST,{B9F73BBD-F875-451F-80AF-EC4CEFEF83B9},2019-06-24,2019-07-02,8
3190522.56659089,1679931.20981573,475141823,1380562,NA,2019/06/24 11:28:42+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIR PER APPROVED MASTER GROVE R1,**UNIT 2223**,2019/07/02 10:14:45+00,600,38185,3190522.56659089,1679931.20981573,1000 S BLACKHAWK ST,{450E3EAA-05E7-4CB8-8DDD-AAB27541F987},2019-06-24,2019-07-02,8
3190522.56659089,1679931.20981573,475141824,1380566,NA,2019/06/24 11:32:43+00,CT,Counter Permit,Building,Commercial Miscellaneous,DECK REPAIR PER APPROVED MASTER PLAN GROVE R1,**UNIT 2323**,2019/07/02 10:15:49+00,600,38185,3190522.56659089,1679931.20981573,1000 S BLACKHAWK ST,{B1A360CD-8807-49D4-81D6-FDE48DE1A8C4},2019-06-24,2019-07-02,8
3191284.24288905,1674568.00499098,475143891,1387476,NA,2019/07/17 15:02:22+00,CT,Counter Permit,Building,Commercial Miscellaneous,DEMO 2 EXTERIOR STAIRCASES REPAIR STRINGERS AND STEP TREADS REPLACEE 2X2 BALLASTERS,CT PER MS JL WITH PLANS,2019/07/17 15:11:48+00,11648,50516,3191284.24288905,1674568.00499098,14444 E COLORADO DR,{C7B4B583-F046-4DFA-AB9C-17D9C253D976},2019-07-17,2019-07-17,0
3189570.98384839,1667671.99384864,475144258,1388689,NA,2019/07/22 15:45:21+00,CT,Counter Permit,Building,Commercial Miscellaneous,INTERIOR REMODEL REMOVE LOAD BEARIGN WALLS IN KITCHEN REPLACE 125A PANEL,UNIT 605 ** CT OK PER MS/JL,2019/07/23 15:46:09+00,25000,65844,3189570.98384839,1667671.99384864,13961 E MARINA DR,{0461B8FE-6BE3-4338-B0E2-9F904659BEA9},2019-07-22,2019-07-23,1
3189985.37704848,1668337.37736039,475144260,1388692,NA,2019/07/22 15:52:51+00,CT,Counter Permit,Building,Commercial Miscellaneous,INTERIOR REMODEL REMOVE NON LOAD BEARING WALL REPLACE 125 AM LOAD CENTER,UNIT 507**CT OK PER MS/JL,2019/07/23 15:44:47+00,30000,64270,3189985.37704848,1668337.37736039,14000 E LINVALE PL,{A295DFB8-C327-4788-9839-88D34F7F29FB},2019-07-22,2019-07-23,1
3181759.13267422,1694346.97921248,475144300,1388794,NA,2019/07/23 09:35:50+00,CT,Counter Permit,Building,Commercial Miscellaneous,REPAIRS TO BREEZEWAY  REMOVE DAMAGED CONCRETE AND REPLACE APPROX 12 FT SECTION ON 2ND FLOOR ***WITH PLANS***,OK FOR CT PER MS/EB,2019/07/23 09:42:41+00,3350,17751,3181759.13267422,1694346.97921248,1380 N MOLINE ST,{E3C3065F-01B1-4646-9EF7-2EAC3D4E8242},2019-07-23,2019-07-23,0
3186713.11390798,1704259.83963606,475146278,1395198,NA,2019/08/12 15:38:15+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,Landlord Improvements | adding demising wall and splitting elec service for future tenant  improvement. Future tenant will be GT Lighting; and adding new exterior entrance,**NEED GC**,2019/08/20 14:28:35+00,205000,191693,3186713.11390798,1704259.83963606,12900 E SMITH RD,{6CAB6DE5-920C-4DA7-BF88-9B0B9014C0EB},2019-08-12,2019-08-20,8
3175746.92422622,1698899.5170234,475149750,1406252,NA,2019/09/19 14:00:18+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REMODEL OF FACADE,UNIT A AND B,2019/09/30 14:38:19+00,10000,168342,3175746.92422622,1698899.5170234,2266 N DAYTON ST,{B5AD558D-02C7-42CC-8BDB-90DEBDADA700},2019-09-19,2019-09-30,11
3175746.76576197,1698924.48711781,475149751,1406254,NA,2019/09/19 14:03:09+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REMODEL FACADE,UNIT A AND B,2019/09/30 14:44:24+00,10000,168341,3175746.76576197,1698924.48711781,2268 N DAYTON ST,{A21C2485-7ED2-40B2-8D02-3823A3E86773},2019-09-19,2019-09-30,11
NA,NA,475151973,1412665,NA,2019/10/14 13:24:28+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | FITZSIMONS JUNCTION APARTMENT MASTER PLAN FJA-DECK FOR DECK REPAIR ,,2019/10/21 14:13:21+00,4000,0,NA,NA,,{AADAFDF6-B122-4832-86D0-1EC431BA2D40},2019-10-14,2019-10-21,7
3178875.32938673,1695221.9610583,475152602,1414159,NA,2019/10/21 11:00:28+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | Aurora Homes - Community Room Conversion |

",CO to change from B to R-2***NO FEE PERMIT - AURORA HOUSING AUTHORITY***,2019/11/01 14:39:02+00,60000,16145,3178875.32938673,1695221.9610583,10675 E COLFAX AVE,{9ECE07A4-1F66-4660-A085-54816131209A},2019-10-21,2019-11-01,11
3189932.98017164,1698161.4354943,475152722,1414458,NA,2019/10/22 10:11:24+00,CT,Counter Permit,Building,Commercial Miscellaneous,"REPAIR AND REPLACE DECKS PER MASTER - (12, 11) FULL REPLACEMENT; (8, 7) RIM/FASCIA/RAILING; (10) RIM/FASCIA; (6) RAILING; (9) RAILING/VARIOUS PLANKS/POST","UNITS 12, 8, 11, 7, 10, 6, 9 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS
REVISED PERMIT PER CONTRACTOR REQUEST 01/17/20 - CTAFOYA",2019/10/24 09:19:43+00,4000,9038,3189932.98017164,1698161.4354943,14135 E MONTVIEW BLVD,{10FBD396-74FC-4349-A4FB-0DB1D2675BF1},2019-10-22,2019-10-24,2
3216546.95581497,1710069.69678272,475153210,1415735,NA,2019/10/29 08:11:34+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Aurora First Creek Lift Station Capacity Improvements |,"****CITY OF AURORA PROJECT*** RELEASED PLANS FOR BIDDING PURPOSES****
",2020/06/18 09:00:43+00,328000,133228,3216546.95581497,1710069.69678272,4646 N ROME ST,{32B99427-F9EE-4074-A046-90C4686609FF},2019-10-29,2020-06-18,233
3177609.72168171,1689710.21781673,475153497,1416469,NA,2019/10/31 15:41:14+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | FIRE DAMAGE REPAIR TO INLCUDE DRYWALL, INSULATION, PLUMBING FIXTURES, DOOR, SMOKE DETECTORS, EXHAUST FAN, LIGHT FIXTURES",UNIT 203,2019/11/13 12:00:15+00,7000,26623,3177609.72168171,1689710.21781673,10288 E 6TH AVE,{5A0BCC56-2A62-4FAA-93F3-A92C468CD9E0},2019-10-31,2019-11-13,13
3190128.73470138,1668308.70123665,475153749,1417154,NA,2019/11/04 15:50:11+00,CT,Counter Permit,Building,Commercial Miscellaneous,REMODEL OF KITCHEN AND MASTER BATH.  REMOVAL OF NON LOAD BEARING WALLS IN KITCHEN. REPLACE 125 AMP PANEL TO ACCOMODATE NEW CIRCUITS IN KITCHEN,UNIT 611*CT WITH PLANS PER JZ*,2019/11/07 14:04:39+00,16200,64351,3190128.73470138,1668308.70123665,14050 E LINVALE PL,{38716CC4-238E-4692-8660-7B288E73D496},2019-11-04,2019-11-07,3
3190140.72778764,1698001.05851848,475154548,1419016,NA,2019/11/13 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"REPAIR AND REPLACE DECKS PER MASTER - (18) RAILING/SELECT JOISTS; (17) RIM/FASCIA; (9, 15) FULL REPLACEMENT; (16, 8, 13, 7) RAILING; (14) RIM/FASCIA/POST","UNITS 18, 17, 9, 15, 16, 8, 14, 13, 7 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS
REVISED PERMIT PER CONTRACTOR REQUEST 01/17/20 - CTAFOYA",2019/11/13 10:03:39+00,4000,9210,3190140.72778764,1698001.05851848,14195 E MONTVIEW BLVD,{50F5D350-FAFA-46DC-A83D-7A2FB2C7F822},2019-11-13,2019-11-13,0
3190125.81082273,1698192.57027456,475154555,1419032,NA,2019/11/13 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,REPAIR AND REPLACE DECKS PER MASTER - (18) FASCIA/RIM; (17) RIM/FASCIA/RAILING; (12) POST/RIM/FASCIA/RAILING; (11) POST/RIM/FASCIA/RAILING; (10) POST/RIM/FASCIA/RAILING; (16) POST/RIM/FASCIA; (15) POST/RAILING; (9) RAILING,"****ACH RTN PER JAMES WARTHAN. FEES NEED TO BE PAID BEFORE INSPECTIONS. DS 1/22/20****
UNITS 18, 17, 12, 11, 10, 16, 15, 9 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS
REVISED PERMIT PER CONTRACTOR REQUEST 01/17/20 - CTAFOYA",2019/11/13 10:33:34+00,4000,8978,3190125.81082273,1698192.57027456,14175 E MONTVIEW BLVD,{47265886-FE5C-4439-AB97-E6A6FEFA88E0},2019-11-13,2019-11-13,0
3189927.50741355,1698014.37017164,475154558,1419037,NA,2019/11/13 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"REPAIR AND REPLACE DECKS PER MASTER - (8) RIM/FASCIA/RAILING; (12) RAILING; (11, 7, 5, 6, 9, 10) FULL REPLACEMENTS","UNITS 8, 12, 11, 7, 5, 6, 9, 10 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS
REVISED PERMIT PER CONTRACTOR REQUEST 01/17/20 - CTAFOYA",2019/11/13 10:37:23+00,4000,9220,3189927.50741355,1698014.37017164,14115 E MONTVIEW BLVD,{7FAD51D6-D221-4385-AC4E-6002E3A161D1},2019-11-13,2019-11-13,0
3193431.63393547,1661132.37438197,475154890,1419960,NA,2019/11/18 11:28:19+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Timbers South Pool Deck | POOL DECK RENOVATION,,2019/11/20 06:48:52+00,14000,76443,3193431.63393547,1661132.37438197,3899 S FRASER ST,{C06AC873-6CBA-42EA-AF5B-01812D69FB7E},2019-11-18,2019-11-20,2
3179566.88213748,1696278.59870881,475156942,1427074,NA,2019/12/24 08:22:22+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | 1679 JOLIET APARTMENT BUILDING REMODEL,,2020/05/13 11:45:04+00,232000,13822,3179566.88213748,1696278.59870881,1679 N JOLIET ST,{AA4821BE-427E-4874-B3FD-99ED0C7E95EB},2019-12-24,2020-05-13,141
3189828.34488222,1698429.49270098,475158374,1431573,NA,2020/01/17 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,REPAIR AND REPLACE DECKS PER MASTER - (9)RIM/FASCIA/RAILING; (6) POST/RAILING; (10) RIM/FASCIA/LEDGER; (7) RAILING; (8) RIM/FASCIA; (12) POST/RAILING,"UNITS 9, 6, 10, 7, 8, 12 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS",2020/01/21 08:03:40+00,3300,8618,3189828.34488222,1698429.49270098,2200 N BILLINGS ST,{BF8E1D61-BE57-40AA-A88B-552A027A2866},2020-01-17,2020-01-21,4
3190054.19055913,1698446.55270623,475158376,1431576,NA,2020/01/17 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,REPAIR AND REPLACE DECKS PER MASTER - (9) POST/RIM/FASCIA/RAILING; (5) POST/RIM/FASCIA; (6) POST/RIM/FASCIA/RAILING; (10) RIM/FASCIA/RAILING; (11) FULL REPLACEMENT; (8) POST; (12) RAILING/JOIST,"UNITS 9, 5, 6, 10, 11, 8, 12 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS",2020/01/21 08:03:59+00,6450,8650,3190054.19055913,1698446.55270623,2210 N BILLINGS ST,{526B4C45-2E75-4C68-9417-CD8C3DF661F9},2020-01-17,2020-01-21,4
3190044.72502689,1698597.04879631,475158377,1431579,NA,2020/01/17 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,REPAIR AND REPLACE DECKS PER MASTER - (7) RAILING; (11) RIM/FASCIA; (6) RAILING; (8) POST/RAILING,"UNITS 7, 11, 6, 8 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS",2020/01/29 12:15:18+00,1300,8375,3190044.72502689,1698597.04879631,2220 N BILLINGS ST,{AFDB1B9C-964F-4995-AA44-3304DFBC53E1},2020-01-17,2020-01-29,12
3189821.85736239,1698609.97265498,475158378,1431581,NA,2020/01/17 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"REPAIR AND REPLACE DECKS PER MASTER - (5, 6,10, 7, 8, 11, 12) FULL REPLACEMENTS; (9) POST/RAILING","UNITS 5, 6,10, 7, 8, 11, 12, 9 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS",2020/01/29 12:14:24+00,10450,8392,3189821.85736239,1698609.97265498,2230 N BILLINGS ST,{243086C1-EDDA-4A61-869F-94366E728DC5},2020-01-17,2020-01-29,12
3190005.22871481,1698331.54932731,475158380,1431599,NA,2020/01/17 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"REPAIR AND REPLACE DECKS PER MASTER - (14) POST/RAILING/LEDGER/VARIOUS PLANKS; (8) POST/RIM/FASCIA/ RAILING/POST; (13, 7) POSTS; (12) RIM/FASCIA/POST; (11) POST/RIM/FASCIA; (18, 17) LEDGER/VARIOUS PLANKS","UNITS 14, 8, 13, 7, 12, 18, 17, 11 - PLEASE GIVE UNIT NUMBER WHEN CALLING FOR INSPECTIONS",2020/01/21 08:04:58+00,4600,8797,3190005.22871481,1698331.54932731,14155 E MONTVIEW BLVD,{0A9D92AB-C9C9-4CC5-B2F8-7620A40A4925},2020-01-17,2020-01-21,4
3210165.39279072,1723283.42166756,475158812,1432619,NA,2020/01/23 15:51:50+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Gaylord Rockies Enhancements : Lighting changes & Steakhouse entrance remodel,,2020/02/24 13:31:28+00,1183033,191500,3210165.39279072,1723283.42166756,6700 N GAYLORD ROCKIES BLVD,{06B18161-3EFD-4CFF-8A47-E2BBBAC4FE91},2020-01-23,2020-02-24,32
3194596.72182839,1687978.65172607,475159806,1435634,NA,2020/02/10 12:35:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REPAIRS TO WEST DECKS PER MASTER PLAN ECC-SILVERBROOK,***BLDG 2***,2020/03/02 10:52:02+00,25000,28594,3194596.72182839,1687978.65172607,200 N IDALIA CT,{B8C32486-054B-4452-912A-A79C258931F2},2020-02-10,2020-03-02,21
3194400.5781918,1687503.39447448,475159807,1435635,NA,2020/02/10 12:42:32+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REPAIRS TO WEST DECKS PER MASTER PLAN ECC-SILVERBROOK,***BLDG 6***,2020/03/02 10:59:17+00,50000,29154,3194400.5781918,1687503.39447448,15391 E 1ST AVE,{7E58E0DF-7D2F-4872-B058-8EEDD897CE33},2020-02-10,2020-03-02,21
3195076.03058106,1687446.3804809,475159842,1435760,NA,2020/02/10 14:58:54+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REPAIRS TO EAST AND WEST DECKS PER MASTER PLAN ECC-SILVERBROOK,***BLDG 9***,2020/02/19 14:50:36+00,50000,29264,3195076.03058106,1687446.3804809,100 N IDALIA CT,{AABD6D9F-6100-46B6-BCE0-295EEFF41394},2020-02-10,2020-02-19,9
3200659.68083106,1672111.9446144,475160567,1438114,NA,2020/02/21 11:07:25+00,CT,Counter Permit,Building,Commercial Miscellaneous,FOUNDATION REPAIR (3) HELICAL PIERS AT SOUTH EDGE OF THE CENTER BUILDING IN SOUTH WALL,OK FOR CT WITH PLANS ,2020/02/21 11:12:51+00,5608,55775,3200659.68083106,1672111.9446144,17183 E ADRIATIC PL,{C7620043-183F-4457-A383-68D83B8DC07A},2020-02-21,2020-02-21,0
NA,NA,475160728,1438583,NA,2020/02/25 09:15:05+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | Master Plan for Deck Replacement and Repairs at Liberty Creek Apartment Complex | 
","***ALL INDIVIDUAL UNIT PERMITS WILL BE CHILDREN TO THIS PARENT DECK REBUILD MASTER PLAN***
***EACH PERMIT TO BE BROUGHT IN AS CT/COMMERCIAL MISC. FEE BASED ON VALUATION. VALUATION FOR 1 DECK $11,133.***",2020/03/06 09:42:39+00,11133,0,NA,NA,,{F0A3CFED-FDA3-404C-A577-26143B233784},2020-02-25,2020-03-06,10
3194641.51668631,1687800.57826331,475161170,1439749,NA,2020/03/02 11:59:29+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REPAIRS TO SOUTHWEST DECKS PER MASTER PLAN ECC-SILVERBROOK,***BLDG 1***,2020/03/26 08:35:58+00,25000,28820,3194641.51668631,1687800.57826331,169 N IDALIA CT,{86F10DB8-B9BA-49B5-8994-03BC85AB5F00},2020-03-02,2020-03-26,24
3195995.01561972,1703701.1685093,475161461,1440506,NA,2020/03/04 16:08:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,SEPERATING WALL EXTENSION FOR SPRINKLER REPAIR,**OK FOR CT PER MS WITH PLANS**,2020/03/04 16:13:51+00,20500,4647,3195995.01561972,1703701.1685093,15965 E 32ND AVE,{14AE5AA2-A329-423B-96FB-7E54846CFE4A},2020-03-04,2020-03-04,0
3186226.62275498,1678807.87774481,475161985,1442097,NA,2020/03/12 13:20:32+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Deck Repairs Unit H204 Per Master Plan LCA-1,"UNIT H204

**CT FROM MASTER LCA-1***",2020/03/27 09:17:02+00,11133,39873,3186226.62275498,1678807.87774481,13074 E KANSAS DR,{9088729A-9FD3-4FAD-97F1-797F5BB7F929},2020-03-12,2020-03-27,15
3186606.51110281,1678839.30747198,475161986,1442098,NA,2020/03/12 13:24:18+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Per Master Plan LCA-1,UNIT A205,2020/03/27 10:04:54+00,11133,39746,3186606.51110281,1678839.30747198,13120 E KANSAS DR,{775D969C-6B91-4C69-8E7C-B1F298C0CE4D},2020-03-12,2020-03-27,15
3186724.69918664,1678460.43946332,475161988,1442104,NA,2020/03/12 13:44:19+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit F243 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT F243,2020/03/26 13:56:58+00,11133,40561,3186724.69918664,1678460.43946332,1220 S WHEELING WAY,{5D995542-A665-4003-A05C-9B87C01C62A8},2020-03-12,2020-03-26,14
3186085.58366697,1678747.75352123,475161991,1442107,NA,2020/03/12 13:46:55+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Deck Repairs Unit G203 Per Master Plan LCA-1,UNIT G203,2020/03/27 09:20:37+00,11133,40006,3186085.58366697,1678747.75352123,13015 E KANSAS PL,{2636C361-B09A-4F3A-BDA1-E100E5DA1683},2020-03-12,2020-03-27,15
3186890.09550938,1678440.52677348,475161994,1442118,NA,2020/03/12 14:13:37+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit G251 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT G251,2020/03/27 09:37:43+00,11133,40613,3186890.09550938,1678440.52677348,13182 E KANSAS DR,{F91D34D2-0360-4982-941C-339EB9D31AAC},2020-03-12,2020-03-27,15
3187015.9610713,1678382.31593189,475161995,1442124,NA,2020/03/12 14:21:23+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit I266 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT I266,2020/03/27 09:31:43+00,11133,40837,3187015.9610713,1678382.31593189,13214 E KANSAS DR,{7D822864-3DC4-4F2D-BC99-3213AE7D3023},2020-03-12,2020-03-27,15
3186125.83621113,1678868.02624656,475161998,1442131,NA,2020/03/12 14:34:01+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |  Deck Repairs Unit F207 Per Master Plan LCA-1,F207,2020/03/27 09:23:37+00,11133,39729,3186125.83621113,1678868.02624656,13034 E KANSAS DR,{913F0EC1-9CB6-4747-8948-3BC202867BCC},2020-03-12,2020-03-27,15
3185925.13746555,1678748.14262806,475162000,1442137,NA,2020/03/12 14:43:48+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |  Deck Repairs Unit E204 Per Master Plan LCA-1,UNIT E204,2020/03/27 09:27:16+00,11133,39995,3185925.13746555,1678748.14262806,12953 E KANSAS PL,{0D725C04-4F68-4CE8-BBD4-760CE92ED5F1},2020-03-12,2020-03-27,15
3185855.34462614,1678727.99010931,475162002,1442153,NA,2020/03/12 14:56:21+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Deck Repairs Unit D204 Per Master Plan LCA-1,**180 DAY EXTENSION GRANTED DS 10/28/21**D204,2020/03/26 09:01:45+00,11133,40044,3185855.34462614,1678727.99010931,12913 E KANSAS PL,{17FB6583-341C-4646-ADAF-6573A4DA67F3},2020-03-12,2020-03-26,14
3187037.22612064,1678368.94161481,475162004,1442161,NA,2020/03/12 15:08:03+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit I267 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT I267,2020/03/27 09:40:43+00,11133,40877,3187037.22612064,1678368.94161481,13216 E KANSAS DR,{5E83C762-ED26-476F-8CE5-F44047BB76A9},2020-03-12,2020-03-27,15
3187097.58164297,1678285.90109847,475162007,1442164,NA,2020/03/12 15:13:01+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit K284 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT K284,2020/03/27 10:00:42+00,11133,41039,3187097.58164297,1678285.90109847,13234 E KANSAS DR,{E6D2B08E-7A25-4553-9589-6A4DDB277D93},2020-03-12,2020-03-27,15
3187037.99777263,1678191.88160148,475162012,1442170,NA,2020/03/12 15:23:05+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit L289 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT L289,2020/03/26 13:56:07+00,11133,41281,3187037.99777263,1678191.88160148,1280 S WHEELING WAY,{24B25541-D8A3-4316-93C0-F41322E38F52},2020-03-12,2020-03-26,14
3187189.37082948,1678274.71608147,475162027,1442189,NA,2020/03/12 15:43:23+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | Liberty Creek Deck Repairs Unit M291 Per Master Plan LCA-1 | Scope of Work Includes:Structural,UNIT M921,2020/03/27 09:08:30+00,11133,41155,3187189.37082948,1678274.71608147,13244 E KANSAS DR,{58ECAF70-9195-4F84-87E5-0800F0E02BBB},2020-03-12,2020-03-27,15
3194040.85548605,1671257.25669123,475162085,1442297,NA,2020/03/13 10:43:54+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | CHIPOTLE MEXICAN GRILL | TENANT IMPROVEMENT
",,2020/05/05 14:33:38+00,75000,57635,3194040.85548605,1671257.25669123,15280 E ILIFF AVE,{BAA5D5F0-FBA2-4183-BE63-28735FF1CBAE},2020-03-13,2020-05-05,53
3186226.21691589,1678748.14197189,475162159,1442494,NA,2020/03/16 10:01:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |  Deck Repairs Unit I204 Per Master Plan LCA-1 |,,2020/04/30 09:58:46+00,11133,39997,3186226.21691589,1678748.14197189,13065 E KANSAS PL,{562A03C5-9A80-459C-9A1E-C0AF1257D050},2020-03-16,2020-04-30,45
NA,NA,475165981,1453986,NA,2020/05/18 13:07:47+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | MEADOW POINT APARTMENTS - DECK REPAIR MASTER MPC-DECK2 
(66 SQ. FEET)",,2020/05/27 15:19:38+00,3915,0,NA,NA,,{6097FBD5-A916-45A6-9E85-1620CC859154},2020-05-18,2020-05-27,9
