"X","Y","OBJECTID","FolderRSN","Permit_","InDate","FolderType","FolderDesc","FolderGroupDesc","SubDesc","FolderDescription","FolderCondition","IssueDate","valuation","PropertyRSN","PropX","PropY","Address","GlobalID"
3197054.18902631,1683736.1198568,475206939,1576212,NA,"2021/09/15 15:20:02+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | AMCON CONDOMINIUMS | STAIR AND CHIMNEY REPAIR","","2021/10/22 09:26:14+00","18900",32166,3197054.18902631,1683736.1198568,"16001 E ALASKA PL ","{0103271C-7B70-4720-B73A-5DD85E216BC3}"
3197207.67986105,1683677.73906806,475206973,1576319,NA,"2021/09/16 08:40:35+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | AMCON CONDOMINIUMS | STAIR AND CHIMNEY REPAIRS","","2021/10/04 12:52:39+00","18900",32231,3197207.67986105,1683677.73906806,"16051 E ALASKA PL ","{F92E0FD1-27CD-43AE-88F0-AC15D7E0D6F4}"
3189318.03455114,1690804.00073415,475207285,1577027,NA,"2021/09/20 07:42:49+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | TMCA NORTH BOILER REPLACEMENT ","","2022/01/21 17:08:02+00","2785000",24702,3189318.03455114,1690804.00073415,"700 N POTOMAC ST ","{A8AFAA96-0BB7-4F93-9BC4-F1E881C64373}"
3209455.89781864,1702810.21851955,475207322,1577070,NA,"2021/09/20 09:01:20+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | ELECTROLUX - ACCESS CONTROL ADDITION AND TURNSTILES","*UNIT 100*
","2021/11/02 07:26:43+00","34000",189463,3209455.89781864,1702810.21851955,"3225 N HIMALAYA RD ","{9B256A9A-7FCE-44B1-B0FD-907C36877DFF}"
3209577.42316614,1698258.19776797,475207722,1578105,NA,"2021/09/23 08:16:51+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | EASTPARK #6 - FOUNDATION ONLY PERMIT ","**NO FEE PERMIT, ALL FEES PAID ON RSN 1435423. DD 3/21/22**","2021/11/03 05:57:37+00","5500000",123944,3209577.42316614,1698258.19776797,"19922 E 22ND AVE ","{9EEC3E06-9C13-43D0-8F17-F54F2F988E86}"
3185519.76819755,1673673.41918173,475207879,1578447,NA,"2021/09/24 10:53:37+00","OB","Online Building Folder","Building","Commercial Miscellaneous","Prairie Middle School - DFPC Form 4070 - Monument Sign.","**NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLIING OUT DFPC FORM 4070**
**Lt Comm Misc**","","1",52131,3185519.76819755,1673673.41918173,"12600 E JEWELL AVE ","{1589811D-624D-4A3E-8351-56CD83E6DF60}"
3222590.61531556,1644680.02736548,475208088,1579072,NA,"2021/09/28 08:09:03+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Verizon - Aurora | Scope of Work Includes:Electrical|Architectural | Lockers only","**NEED GC**UNIT 1B-F**
LT-commercial misc","","23000",123137,3222590.61531556,1644680.02736548,"23903 E PROSPECT AVE ","{1251E109-7FBF-477F-97A8-8EA0D38AFFA8}"
3223581.05165489,1696940.21254306,475208222,1579414,NA,"2021/09/29 09:16:52+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | NEW EQUIPMENT LINE - ANCHORING | STRUCTURAL
LT/COMM MISC","UNIT 200
","","500000",213276,3223581.05165489,1696940.21254306,"1910 N GUN CLUB RD ","{19632B59-1421-487C-B3A1-9C1130A63329}"
3223581.05165489,1696940.21254306,475208360,1579750,NA,"2021/09/30 10:12:46+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | NEW EQUIPMENT LINE - ANCHORING | STRUCTURAL
","UNIT 200
","2021/11/03 09:49:54+00","500000",213276,3223581.05165489,1696940.21254306,"1910 N GUN CLUB RD ","{C9B64BCB-3362-4931-AE07-401E819370EC}"
3185519.76819755,1673673.41918173,475208433,1579896,NA,"2021/09/30 14:47:21+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","Prairie Middle School - DFPC Form 4070 - Monument Sign.","","","1",52131,3185519.76819755,1673673.41918173,"12600 E JEWELL AVE ","{97C6F7F4-3E4C-4B06-9773-5F28F133B7C4}"
3206098.61745971,1701149.31304872,475208549,1580184,NA,"2021/10/01 13:12:13+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Installation of a 13,000-gallon liquid nitrogen tank. | Scope of Work Includes:Structural|Mechanical | Limited/Comm Misc
***************************ATTN JOHN VAN************************","**NEED GC**","","195000",6001,3206098.61745971,1701149.31304872,"2780 N TOWER RD ","{15A59A30-471B-4D42-9E21-1F245F6F00BA}"
3183439.93738347,1665216.12015148,475208556,1580223,NA,"2021/10/01 13:58:49+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | BOULDER BRIDGE HOUSE 3 RTU INSTALL AND 12 BI-POLAR IONIZATION INSTALL | SCOPE OF WORK INCLUDES:MECHANICAL|ELECTRICAL | LIMITED/COMM. MISC.","**NO ACTIVE SUPERVISOR FOR THIS CONTRACTOR**","","43195",106019,3183439.93738347,1665216.12015148,"3176 S PEORIA CT ","{A04F726F-99EE-43A5-B881-A3B21F9D2684}"
3206098.61745971,1701149.31304872,475208629,1580357,NA,"2021/10/04 08:05:10+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | STEVEN ROBERTS ORIGINAL DESSERTS - INSTALLATION OF A 13,000-GALLON LIQUID NITROGEN TANK","","2022/05/18 10:47:49+00","250000",6001,3206098.61745971,1701149.31304872,"2780 N TOWER RD ","{0B7B5FC2-8E94-4439-9FBB-FC42FB7111E9}"
3190128.73470138,1668308.70123665,475208632,1580361,NA,"2021/10/04 08:34:42+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Squibb Remodel | Scope of Work Includes:Structural|Plumbing|Electrical","CT - Commercial Miscellaneous (With Plans)
 **UNIT 607***
**NCF CONSTRUCTION AND DESIGN LLC NEED TO PAY FOR CL** 10/4/2021","","24000.00",64351,3190128.73470138,1668308.70123665,"14050 E LINVALE PL ","{F5AA4F13-3D04-4F7D-B44D-FE16C1A293B5}"
3190128.73470138,1668308.70123665,475208726,1580576,NA,"2021/10/04 14:21:47+00","CT","Counter Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | Squibb Remodel 

***ANY CALLS/EMAILS REGARDING THIS PERMIT-PLEASE REFER TO CT*** 12/1/22","**CT W/PLANS PER DIRK A. 
 **UNIT 607***
","2021/10/11 08:57:46+00","24000.00",64351,3190128.73470138,1668308.70123665,"14050 E LINVALE PL ","{C57EC5E5-6E15-48B3-A96A-ED43ECB2AC9A}"
3175815.26923388,1690750.97229689,475209371,1582230,NA,"2021/10/11 11:07:12+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | HANNAH MASTERTEK | Scope of Work Includes:Structural|Plumbing|Electrical|Architectural

**LT-Comm Misc** Route to waste water**","","","170000.00",24998,3175815.26923388,1690750.97229689,"786 N DAYTON ST ","{3FAEFF3B-316C-4673-AA13-5BD31E6B3AF6}"
3183439.93738347,1665216.12015148,475209682,1583168,NA,"2021/10/14 08:02:45+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | BOULDER BRIDGE HOUSE 3 RTU INSTALL AND 12 BI-POLAR IONIZATION INSTALL","","2021/10/26 09:23:42+00","43195",106019,3183439.93738347,1665216.12015148,"3176 S PEORIA CT ","{511D05F0-BFFE-4B46-9C61-0EA76A3938DC}"
3203928.72580214,1669047.70435181,475209882,1583575,NA,"2021/10/15 13:40:12+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | CENTRAL REC CENTER TRASH ENCLOSURE EXPANSION ","LT - Commercial Miscellaneous
 *NEED GC*","","15000",145894,3203928.72580214,1669047.70435181,"18150 E VASSAR PL ","{371ABBE4-0D6D-46A6-82B3-3CF468D11105}"
3203928.72580214,1669047.70435181,475209958,1583789,NA,"2021/10/18 12:18:29+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | CENTRAL REC CENTER TRASH ENCLOSURE EXPANSION ","180 DAY EMAIL SENT 5/17/22 - CAN CANCEL 5/31 (SEE EMAIL COMMENTS) CB
*NEED GC*
*CITY OF AURORA PROJECT*","","15000",145894,3203928.72580214,1669047.70435181,"18150 E VASSAR PL ","{AAEAB574-2F3D-4F4C-8767-D5F7666CD673}"
3175815.26923388,1690750.97229689,475210260,1584541,NA,"2021/10/20 14:25:05+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | HANNAH MASTERTEK - NEW ALIGNMENT AND DYNOMMETER EQUIPMENT","","2022/02/05 08:39:11+00","170000.00",24998,3175815.26923388,1690750.97229689,"786 N DAYTON ST ","{3A2145BB-E20E-4B44-B1C3-5F878DBF1FFA}"
3216961.89691421,1705275.36942914,475210385,1584893,NA,"2021/10/21 16:14:11+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Shamrock Foods installing new racking in freezer and conveyor in ambient | Scope of Work Includes:Electrical | Type of New Building:Factory/Industrial
*LT | Commercial Miscellaneous*","****ATTN NIKO****
**NEED COMMERCIAL GC**","","2330000",216930,3216961.89691421,1705275.36942914,"22000 E 38TH AVE ","{962F35F2-F5B4-402D-85CC-9E79F9B09053}"
3196885.14474498,1689113.0444704,475210585,1585292,NA,"2021/10/25 11:50:27+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Olio sink-dw-ewh | Engineers letter for addition of 3 compartment sink, mop sink, dishwasher and electric water heater. Initial discussion with plan review staff requested this letter for plumb/mech review but only specs for electrical. Elec specs/loads separately uploaded.    LT-Comm Misc","","","6000",27314,3196885.14474498,1689113.0444704,"462 N LAREDO ST ","{54911188-B83C-48CD-B854-2BDF9C1F3781}"
3222590.61531556,1644680.02736548,475210710,1585631,NA,"2021/10/26 12:46:44+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | VERIZON AURORA  | LOCKERS ONLY","*UNIT 1B-F**
","2022/02/16 15:24:52+00","23000",123137,3222590.61531556,1644680.02736548,"23903 E PROSPECT AVE ","{9D637D03-8CF9-4B7E-8C57-E3AD6AE0FB50}"
3184800.32672305,1698772.59536123,475210777,1585825,NA,"2021/10/27 09:34:39+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | Bioscience 5 | Scope of Work Includes:Structural|Plumbing|Electrical | Type of New Building:Other, not listed  
LT-Commercial Misc.     FOUNDATION ONLY PERMIT - INCLUDES UNDERGOUND PLUMBING AND ELECTRICAL","","","4500000",220391,3184800.32672305,1698772.59536123,"2251 N REVERE ST ","{6A784C88-FC24-47EA-9A1A-6475CD3866D7}"
3216961.89691421,1705275.36942914,475210826,1585954,NA,"2021/10/27 14:31:31+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | SHAMROCK FOODS INSTALLING NEW RACKING IN FREEZER AND CONVEYOR IN AMBIENT","","2022/02/01 10:42:31+00","2330000",216930,3216961.89691421,1705275.36942914,"22000 E 38TH AVE ","{C723347C-F469-46C6-8BCF-0123CB6F1E21}"
3184800.32672305,1698772.59536123,475211017,1586484,NA,"2021/10/29 15:10:36+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | BIOSCIENCE 5 | FOUNDATION ONLY PERMIT - INCLUDES UNDERGOUND PLUMBING AND ELECTRICAL
","**NO FEE PERMIT ALL FEES PAID ON CM RSN 1529156 11/17/2021 DR**","2021/11/17 09:51:44+00","4500000",220391,3184800.32672305,1698772.59536123,"2251 N REVERE ST ","{5E693C2E-385C-45DD-935F-E90E82776028}"
3199809.82262264,1670356.53572364,475211474,1587632,NA,"2021/11/04 09:17:57+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | KING SOOPERS #049| SCOPE OF WORK INCLUDES:ELECTRICAL|ARCHITECTURAL

**LT-Comm Misc**","**NEED GC**","","997227",59562,3199809.82262264,1670356.53572364,"17000 E ILIFF AVE ","{473CC92F-6E94-479B-BB52-7D01D4F9FCF9}"
3199809.82262264,1670356.53572364,475211574,1587925,NA,"2021/11/05 09:41:57+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | KING SOOPERS #049 | REFRIGERATION UPGRADES

","","2022/01/07 10:52:10+00","997227",59562,3199809.82262264,1670356.53572364,"17000 E ILIFF AVE ","{A019C307-00E5-4BB1-9262-3EAF9896BBFD}"
3201146.54534289,1657141.74161522,475211711,1588213,NA,"2021/11/08 11:55:27+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE Clubhouse Deck Repairs

**LT-Comm Misc**","***NEED COMMERCIAL GC***","","51000",227809,3201146.54534289,1657141.74161522,"17400 E RICE CIR ","{31ADB854-5B55-4644-9E4A-F7B6FC145B3F}"
3201369.64922738,1656873.40258497,475211736,1588286,NA,"2021/11/08 14:13:34+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE HOA DECK REPLACEMENT 

**LT-Comm Misc**","***NEED COMMERCIAL GC***","","13000",83637,3201369.64922738,1656873.40258497,"17477 E RICE CIR ","{FC211836-A683-45F6-AD7E-EC9A041FBD7C}"
3201000.72673689,1656771.32897022,475211749,1588306,NA,"2021/11/08 14:37:15+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE HOA | DECK & STAIR REPAIR ","LT/Commercial Miscellaneous***NEED COMMERCIAL GC***","","13000",83787,3201000.72673689,1656771.32897022,"17315 E RICE CIR ","{AEAF6228-1FC3-46A2-8C28-AF89D6DFB28A}"
3201218.77420105,1656889.79526873,475211752,1588309,NA,"2021/11/08 14:40:52+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE HOA  DECK REPLACEMENT---LT-Commercial Misc+++","***NEED COMMERCIAL GC***
**UNIT D**","","13000",83625,3201218.77420105,1656889.79526873,"17478 E RICE CIR ","{44F368BD-9D11-4A5E-A01F-D0101DFF36E0}"
3201218.77420105,1656889.79526873,475211781,1588464,NA,"2021/11/09 07:40:24+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE HOA  DECK REPLACEMENT |  STAIR AND WALKWAY REPAIR","**UNIT D**","2021/12/01 09:46:32+00","13000",83625,3201218.77420105,1656889.79526873,"17478 E RICE CIR ","{23F3CE2A-060F-4953-A9C8-818D050093BF}"
3201369.64922738,1656873.40258497,475211786,1588473,NA,"2021/11/09 08:22:36+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE HOA DECK REPLACEMENT  STAIR AND WALKWAY REPAIR","**UNIT D**","2021/12/01 09:48:47+00","13000",83637,3201369.64922738,1656873.40258497,"17477 E RICE CIR ","{109D29A9-8698-4B5C-BF52-2A6B344A79AF}"
3201000.72673689,1656771.32897022,475211877,1588691,NA,"2021/11/10 07:59:40+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE HOA | DECK & STAIR REPAIR 

","UNIT D","2021/12/07 13:55:49+00","13000",83787,3201000.72673689,1656771.32897022,"17315 E RICE CIR ","{F7927867-BADB-48A4-8478-A98EBFA1E052}"
3201146.54534289,1657141.74161522,475211935,1588827,NA,"2021/11/10 13:45:46+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | QUINCY LAKE CLUBHOUSE DECK REPAIRS ","","2021/12/01 09:43:05+00","51000",227809,3201146.54534289,1657141.74161522,"17400 E RICE CIR ","{6B42805D-D14F-426E-8C5B-B74E53F705C5}"
3200602.69636497,1681547.25710855,475211936,1588830,NA,"2021/11/10 13:49:12+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | VANGUARD CLASSICAL SCHOOL - DFPC 4070 Form  Adding 2 Storage Bldgs","***LT - 4070 Form***NOTE: NO FEE - State doing review and permitting.  DFPC Form 4070 sent to State***
***NEED GC***","","550000",34795,3200602.69636497,1681547.25710855,"17101 E OHIO DR ","{3A9081EE-E22D-470B-B993-A641F0FE1501}"
3200602.69636497,1681547.25710855,475212115,1589178,NA,"2021/11/12 13:51:58+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | VANGUARD CLASSICAL SCHOOL - DFPC 4070 FORM - ADDING 2 STORAGE BUILDINGS","*** NO FEE - State doing review and permitting.  DFPC Form 4070 sent to State***
","2021/11/16 09:34:40+00","550000",34795,3200602.69636497,1681547.25710855,"17101 E OHIO DR ","{3E2515BD-152F-4ADB-897E-CA0A3D62A713}"
3196885.14474498,1689113.0444704,475212142,1589224,NA,"2021/11/12 15:43:41+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | OLIO SINK-DW-EWH | ENGINEERS LETTER FOR ADDITION OF 3 COMPARTMENT SINK, MOP SINK, DISHWASHER AND ELECTRIC WATER HEATER. INITIAL DISCUSSION WITH PLAN REVIEW STAFF REQUESTED THIS LETTER FOR PLUMB/MECH REVIEW BUT ONLY SPECS FOR ELECTRICAL. ELEC SPECS/LOADS SEPARATELY UPLOADED.    ","*UNIT C*","2021/11/17 11:32:22+00","6000",27314,3196885.14474498,1689113.0444704,"462 N LAREDO ST ","{80071AC8-70EA-4754-90FA-7D6AA3AF9BC7}"
3180024.06265356,1684984.80994473,475212253,1589468,NA,"2021/11/15 13:44:38+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | LOTUS SCHOOL FOR EXCELLENCE | DFPC FORM 4070 | SIGNAGE","***NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070***","","11372.80",31008,3180024.06265356,1684984.80994473,"11001 E ALAMEDA AVE ","{E592E19F-8EEB-4D1D-9E0D-54C071AEE3DD}"
3180024.06265356,1684984.80994473,475212255,1589474,NA,"2021/11/15 14:00:45+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | LOTUS SCHOOL FOR EXCELLENCE | DFPC FORM 4070 | SIGNAGE","***NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070***","","11372.80",31008,3180024.06265356,1684984.80994473,"11001 E ALAMEDA AVE ","{A4353C9A-9FF1-4F2C-81DA-780BC63F3719}"
3179264.48149556,1678256.24597406,475212595,1590302,NA,"2021/11/18 13:20:27+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | MILAN LASER RENOVATION
*LT | Commercial Miscellaneous*","***CL & SL EXPIRED***","","13864.25",142749,3179264.48149556,1678256.24597406,"1250 S IRONTON ST ","{1D2355FF-B599-4284-BD1F-210881254530}"
3229172.02866189,1641270.99415731,475212985,1591145,NA,"2021/11/23 14:44:18+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE - CHEROKEE TRAIL HIGH SCHOOL - DFPC -FORM 4070 - BOILER REPLACEMENT","**NOT A PERMIT, NO FEE, STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070**","","1400000",101836,3229172.02866189,1641270.99415731,"25901 E ARAPAHOE RD ","{560552CA-6A62-4D16-82C3-C11EC148B0EF}"
3212307.24250963,1641420.37935723,475212990,1591153,NA,"2021/11/23 15:01:07+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE - Grandview High School - DFPC -FORM 4070 -  Chiller Replacement ","**NOT A PERMIT, NO FEE, STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070**","","1400000",89683,3212307.24250963,1641420.37935723,"20500 E ARAPAHOE RD ","{71F3356F-E33B-4647-958F-A78B00AAC358}"
3197052.10405672,1654401.95641239,475212991,1591154,NA,"2021/11/23 15:15:03+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE - SMOKY HILL HIGH SCHOOL - DFPC FORM 4070 - BOILER REPLACEMENT","**NOT A PERMIT, NO FEE, STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070**","","700000",87003,3197052.10405672,1654401.95641239,"16100 E SMOKY HILL RD ","{B07BDB23-B7FB-453B-9575-01AED0269069}"
3212307.24250963,1641420.37935723,475213244,1591626,NA,"2021/11/29 15:18:29+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE - GRANDVIEW HIGH SCHOOL - DFPC -FORM 4070 -  CHILLER REPLACEMENT","**NOT A PERMIT, NO FEE, STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070**","","1400000",89683,3212307.24250963,1641420.37935723,"20500 E ARAPAHOE RD ","{3C4526F1-2D00-4D6A-8BD6-EC558E213F6A}"
3229172.02866189,1641270.99415731,475213246,1591630,NA,"2021/11/29 15:25:34+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE - CHEROKEE TRAIL HIGH SCHOOL - DFPC -FORM 4070 - BOILER REPLACEMENT","**NOT A PERMIT, NO FEE, STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070**","2021/12/06 09:43:48+00","1400000",101836,3229172.02866189,1641270.99415731,"25901 E ARAPAHOE RD ","{946B3DC8-2477-4F07-9C79-AC7925C9EC85}"
3197052.10405672,1654401.95641239,475213247,1591631,NA,"2021/11/29 15:30:55+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE - SMOKY HILL HIGH SCHOOL - DFPC FORM 4070 - BOILER REPLACEMENT","**NOT A PERMIT, NO FEE, STATE DOING REVIEW AND PERMITTING, FILLING OUT DFPC FORM 4070**","2021/12/06 09:47:58+00","700000",87003,3197052.10405672,1654401.95641239,"16100 E SMOKY HILL RD ","{CA699A03-C10B-4DD9-8361-32CEF60D5E15}"
3179264.48149556,1678256.24597406,475213403,1591852,NA,"2021/11/30 14:24:51+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | MILAN LASER RENOVATION
","**UNIT 100**","2021/12/21 13:43:11+00","13864.25",142749,3179264.48149556,1678256.24597406,"1250 S IRONTON ST ","{73C0214D-514D-43FF-9841-DF71E1D01AD8}"
3188322.80360197,1684461.08822314,475213503,1592013,NA,"2021/12/01 12:31:16+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | HARBOR FREIGHT DELAYED EGRESS ADDITION | Stated Life Safety Issues:Other, not listed","LT/ Commercial Misc.","","3500",31372,3188322.80360197,1684461.08822314,"13668 E ALAMEDA AVE ","{8C4B4B8C-4FE0-4AE5-99A1-AE205CA50746}"
3182480.64304222,1667362.74741989,475213877,1592991,NA,"2021/12/06 17:15:46+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | POLTON ELEMENTARY SCHOOL REMODEL DFPC FORM 4070 - New sensory room, incline life, remodel bathroom & new secured vestibule. ","NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLIING OUT DFPC FORM 4070.
Assign to Ted","","480000",66732,3182480.64304222,1667362.74741989,"2985 S OAKLAND ST ","{A86947A2-16B7-4C5A-8591-7A5CEB7095AF}"
3200602.69636497,1681547.25710855,475213925,1593450,NA,"2021/12/07 12:35:28+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE - VANGUARD CLASSICAL SCHOOL INTERIOR RENOVATION -  DFPC 4070 FORM - Remodel 3 Areas","**LT-Commercial Miscellaneous**
**Not A Permit, No Fee - State Doing Review and Permitting - Filling Out DFPC Form**
**Attention Jeff Goorman**","","81566",34795,3200602.69636497,1681547.25710855,"17101 E OHIO DR ","{9172F54E-E4CC-48E1-BAA2-D37517092C3E}"
3188322.80360197,1684461.08822314,475213998,1593615,NA,"2021/12/08 10:03:53+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | HARBOR FREIGHT DELAYED EGRESS ADDITION ","","2021/12/20 16:24:51+00","3500",31372,3188322.80360197,1684461.08822314,"13668 E ALAMEDA AVE ","{217385FA-3BFE-4942-A219-1F5E4B2267AC}"
3197491.96538173,1702811.64076081,475214002,1593622,NA,"2021/12/08 10:11:05+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | TEWAY 19 - T FORCE RAMP NEW EXTERIOR RAMP AND ROLLUP DOOR===LT-Commercial Misc+++","**NEED GC**","","24400.00",5062,3197491.96538173,1702811.64076081,"16304 E 32ND AVE ","{669EF34B-9BB6-437E-B749-308950DBE7C3}"
3182480.64304222,1667362.74741989,475214210,1594081,NA,"2021/12/09 15:32:17+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | POLTON ELEMENTARY SCHOOL REMODEL DFPC FORM 4070 - - NEW SENSORY ROOM, INCLINE LIFE, REMODEL BATHROOM & NEW SECURED VESTIBULE.","NOT A PERMIT, NO FEE - STATE DOING REVIEW AND PERMITTING, FILLIING OUT DFPC FORM 4070.
","","480000",66732,3182480.64304222,1667362.74741989,"2985 S OAKLAND ST ","{D7A7CC0B-1E10-4F7B-8FAE-A88AA7270899}"
3200602.69636497,1681547.25710855,475214254,1594233,NA,"2021/12/10 11:03:21+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE - VANGUARD CLASSICAL SCHOOL INTERIOR RENOVATION -  DFPC 4070 FORM - REMODEL 3 AREAS ","**Not A Permit, No Fee - State Doing Review and Permitting - DFPC Form**
","","81566",34795,3200602.69636497,1681547.25710855,"17101 E OHIO DR ","{63AB8DFB-8BDE-40C5-9673-E9510A0BC934}"
3191520.86151031,1664608.84872822,475214416,1594585,NA,"2021/12/13 15:06:50+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | GRISWOLD WPF IMPROVEMENTS PHASE 1 
LT/ COMM MISC","**COA PROJECT** **NEED GC**","","94126.00",71142,3191520.86151031,1664608.84872822,"14201 E HAMPDEN AVE ","{5391078A-C9E7-4C2A-849C-B52CA8366444}"
3191520.86151031,1664608.84872822,475214617,1595106,NA,"2021/12/15 11:42:49+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | GRISWOLD WPF IMPROVEMENTS PHASE 1 
","**COA PROJECT** **NEED GC**","","94126.00",71142,3191520.86151031,1664608.84872822,"14201 E HAMPDEN AVE ","{39A24303-7450-4057-A1D6-32430A7644F1}"
3197491.96538173,1702811.64076081,475214679,1595242,NA,"2021/12/15 15:34:50+00","LT","Limited Building Permit","Building","Commercial Miscellaneous","BUILDINGONLINE | TEWAY 19 - T FORCE RAMP NEW EXTERIOR RAMP AND ROLLUP DOOR","
","2022/01/07 15:19:37+00","24400.00",5062,3197491.96538173,1702811.64076081,"16304 E 32ND AVE ","{076B6519-45F0-4975-BDC6-609E4BB78DEB}"
3188911.76272589,1687316.96702582,475214886,1595811,NA,"2021/12/17 14:27:22+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | 2022 PRV IMPROVEMENTS | Limited/Comm Misc.","NEED GC*","","1600000",112320,3188911.76272589,1687316.96702582,"153 N POTOMAC ST ","{59EEA486-A531-4EF4-9BAD-A2C29B5956C6}"
3193790.50329646,1704364.26560831,475215131,1596474,NA,"2021/12/22 08:43:39+00","OB","Online Building Folder","Building","Commercial Miscellaneous","BUILDINGONLINE | ELEC AND MECH SERVICE SPLIT  | Limited/Comm. Misc.","","","45000",94375,3193790.50329646,1704364.26560831,"3449 N CHAMBERS RD ","{9EB97B86-CF9F-4387-95E0-ABFB0C808023}"
